64,0.893845403588798
133,0.9014417560550019
72,0.8957930445054673
200,0.9046901259686242
11,0.7347948056344689
12,0.7411731581205633
13,0.7580787971138241
14,0.7702260619363338
142,0.9021706408546992
15,0.802002301866336
16,0.8074654867038776
400,0.9054005840856458
17,0.8123278112909111
81,0.8995555710099914
18,0.8144010340666386
19,0.8167204830569288
21,0.8611752555509291
600,0.9086659413601899
90,0.9002694088337059
29,0.8729213802348006
98,0.9010401445811721
38,0.8821764158154509
107,0.9002527119194065
300,0.9070083223734026
46,0.8865993969622407
116,0.9009262037123553
500,0.908022070950084
55,0.890736168236844
124,0.9012784814818898
